2023-10-23 19:02:59,799 INFO    StreamThr :21661 [internal.py:wandb_internal():86] W&B internal server running at pid: 21661, started at: 2023-10-23 19:02:59.798149
2023-10-23 19:02:59,801 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: status
2023-10-23 19:02:59,804 INFO    WriterThread:21661 [datastore.py:open_for_write():85] open: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231023_190258-7jh62172/run-7jh62172.wandb
2023-10-23 19:02:59,805 DEBUG   SenderThread:21661 [sender.py:send():380] send: header
2023-10-23 19:02:59,805 DEBUG   SenderThread:21661 [sender.py:send():380] send: run
2023-10-23 19:03:00,590 INFO    SenderThread:21661 [dir_watcher.py:__init__():211] watching files in: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231023_190258-7jh62172/files
2023-10-23 19:03:00,591 INFO    SenderThread:21661 [sender.py:_start_run_threads():1122] run started: 7jh62172 with start time 1698067978.97916
2023-10-23 19:03:00,599 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: check_version
2023-10-23 19:03:00,599 DEBUG   SenderThread:21661 [sender.py:send_request():407] send_request: check_version
2023-10-23 19:03:00,837 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: run_start
2023-10-23 19:03:01,002 ERROR   HandlerThread:21661 [gpu.py:is_available():381] Error initializing NVML: Driver Not Loaded
2023-10-23 19:03:01,004 DEBUG   HandlerThread:21661 [system_info.py:__init__():32] System info init
2023-10-23 19:03:01,004 DEBUG   HandlerThread:21661 [system_info.py:__init__():47] System info init done
2023-10-23 19:03:01,004 INFO    HandlerThread:21661 [system_monitor.py:start():181] Starting system monitor
2023-10-23 19:03:01,004 INFO    SystemMonitor:21661 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-23 19:03:01,005 INFO    HandlerThread:21661 [system_monitor.py:probe():201] Collecting system info
2023-10-23 19:03:01,006 INFO    SystemMonitor:21661 [interfaces.py:start():190] Started cpu monitoring
2023-10-23 19:03:01,008 INFO    SystemMonitor:21661 [interfaces.py:start():190] Started disk monitoring
2023-10-23 19:03:01,009 INFO    SystemMonitor:21661 [interfaces.py:start():190] Started memory monitoring
2023-10-23 19:03:01,010 INFO    SystemMonitor:21661 [interfaces.py:start():190] Started network monitoring
2023-10-23 19:03:01,036 DEBUG   HandlerThread:21661 [system_info.py:probe():196] Probing system
2023-10-23 19:03:01,037 DEBUG   HandlerThread:21661 [system_info.py:_probe_git():181] Probing git
2023-10-23 19:03:01,057 DEBUG   HandlerThread:21661 [system_info.py:_probe_git():189] Probing git done
2023-10-23 19:03:01,057 DEBUG   HandlerThread:21661 [system_info.py:probe():244] Probing system done
2023-10-23 19:03:01,058 DEBUG   HandlerThread:21661 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-87-generic-x86_64-with-glibc2.31', 'python': '3.9.13', 'heartbeatAt': '2023-10-23T13:33:01.036263', 'startedAt': '2023-10-23T13:32:58.977111', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'q1/1.2.ipynb', 'codePathLocal': None, 'root': '/home/tejas/Documents/SMAI/assignment-3-MrTejas', 'git': {'remote': 'https://github.com/Statistical-Methods-in-AI-Monsoon-2023/assignment-3-MrTejas.git', 'commit': 'ad24b7eb2d84c5e44390d85bd17141a3e5c96a0f'}, 'email': 'tejas591995@gmail.com', 'host': 'nimbostratus', 'username': 'tejas', 'executable': '/home/tejas/anaconda3/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3.0027500000000003, 'min': 400.0, 'max': 4800.0}, 'cpu_freq_per_core': [{'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 0.922, 'min': 400.0, 'max': 4800.0}, {'current': 2.661, 'min': 400.0, 'max': 4800.0}, {'current': 2.31, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}], 'disk': {'/': {'total': 72.78396224975586, 'used': 29.150074005126953}}, 'memory': {'total': 15.366085052490234}}
2023-10-23 19:03:01,058 INFO    HandlerThread:21661 [system_monitor.py:probe():211] Finished collecting system info
2023-10-23 19:03:01,058 INFO    HandlerThread:21661 [system_monitor.py:probe():214] Publishing system info
2023-10-23 19:03:01,058 DEBUG   HandlerThread:21661 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-23 19:03:01,059 DEBUG   HandlerThread:21661 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-23 19:03:01,059 DEBUG   HandlerThread:21661 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-23 19:03:01,592 INFO    Thread-194:21661 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231023_190258-7jh62172/files/conda-environment.yaml
2023-10-23 19:03:01,592 INFO    Thread-194:21661 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231023_190258-7jh62172/files/requirements.txt
2023-10-23 19:03:05,450 DEBUG   HandlerThread:21661 [system_info.py:_save_conda():87] Saving conda packages done
2023-10-23 19:03:05,451 INFO    HandlerThread:21661 [system_monitor.py:probe():216] Finished publishing system info
2023-10-23 19:03:05,451 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: status_report
2023-10-23 19:03:05,451 DEBUG   SenderThread:21661 [sender.py:send():380] send: files
2023-10-23 19:03:05,452 INFO    SenderThread:21661 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-23 19:03:05,458 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: stop_status
2023-10-23 19:03:05,459 DEBUG   SenderThread:21661 [sender.py:send_request():407] send_request: stop_status
2023-10-23 19:03:05,460 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: internal_messages
2023-10-23 19:03:05,592 INFO    Thread-194:21661 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231023_190258-7jh62172/files/conda-environment.yaml
2023-10-23 19:03:05,593 INFO    Thread-194:21661 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231023_190258-7jh62172/files/wandb-metadata.json
2023-10-23 19:03:05,855 DEBUG   SenderThread:21661 [sender.py:send():380] send: telemetry
2023-10-23 19:03:05,856 DEBUG   SenderThread:21661 [sender.py:send():380] send: telemetry
2023-10-23 19:03:05,856 DEBUG   SenderThread:21661 [sender.py:send():380] send: exit
2023-10-23 19:03:05,856 INFO    SenderThread:21661 [sender.py:send_exit():585] handling exit code: 0
2023-10-23 19:03:05,856 INFO    SenderThread:21661 [sender.py:send_exit():587] handling runtime: 4
2023-10-23 19:03:05,857 INFO    SenderThread:21661 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-23 19:03:05,857 INFO    SenderThread:21661 [sender.py:send_exit():593] send defer
2023-10-23 19:03:05,858 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: defer
2023-10-23 19:03:05,858 INFO    HandlerThread:21661 [handler.py:handle_request_defer():170] handle defer: 0
2023-10-23 19:03:05,858 DEBUG   SenderThread:21661 [sender.py:send_request():407] send_request: defer
