2023-10-17 12:12:03,401 INFO    StreamThr :8714 [internal.py:wandb_internal():86] W&B internal server running at pid: 8714, started at: 2023-10-17 12:12:03.401207
2023-10-17 12:12:03,402 DEBUG   HandlerThread:8714 [handler.py:handle_request():144] handle_request: status
2023-10-17 12:12:03,410 INFO    WriterThread:8714 [datastore.py:open_for_write():85] open: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231017_121203-cmp93lbp/run-cmp93lbp.wandb
2023-10-17 12:12:03,411 DEBUG   SenderThread:8714 [sender.py:send():380] send: header
2023-10-17 12:12:03,435 DEBUG   SenderThread:8714 [sender.py:send():380] send: run
2023-10-17 12:12:04,201 INFO    SenderThread:8714 [dir_watcher.py:__init__():211] watching files in: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231017_121203-cmp93lbp/files
2023-10-17 12:12:04,201 INFO    SenderThread:8714 [sender.py:_start_run_threads():1122] run started: cmp93lbp with start time 1697524923.401739
2023-10-17 12:12:04,205 DEBUG   HandlerThread:8714 [handler.py:handle_request():144] handle_request: check_version
2023-10-17 12:12:04,205 DEBUG   SenderThread:8714 [sender.py:send_request():407] send_request: check_version
2023-10-17 12:12:04,341 DEBUG   HandlerThread:8714 [handler.py:handle_request():144] handle_request: run_start
2023-10-17 12:12:04,500 ERROR   HandlerThread:8714 [gpu.py:is_available():381] Error initializing NVML: Driver Not Loaded
2023-10-17 12:12:04,501 DEBUG   HandlerThread:8714 [system_info.py:__init__():32] System info init
2023-10-17 12:12:04,501 DEBUG   HandlerThread:8714 [system_info.py:__init__():47] System info init done
2023-10-17 12:12:04,501 INFO    HandlerThread:8714 [system_monitor.py:start():181] Starting system monitor
2023-10-17 12:12:04,501 INFO    SystemMonitor:8714 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-17 12:12:04,501 INFO    HandlerThread:8714 [system_monitor.py:probe():201] Collecting system info
2023-10-17 12:12:04,502 INFO    SystemMonitor:8714 [interfaces.py:start():190] Started cpu monitoring
2023-10-17 12:12:04,502 INFO    SystemMonitor:8714 [interfaces.py:start():190] Started disk monitoring
2023-10-17 12:12:04,503 INFO    SystemMonitor:8714 [interfaces.py:start():190] Started memory monitoring
2023-10-17 12:12:04,503 INFO    SystemMonitor:8714 [interfaces.py:start():190] Started network monitoring
2023-10-17 12:12:04,526 DEBUG   HandlerThread:8714 [system_info.py:probe():196] Probing system
2023-10-17 12:12:04,526 DEBUG   HandlerThread:8714 [system_info.py:_probe_git():181] Probing git
2023-10-17 12:12:04,537 DEBUG   HandlerThread:8714 [system_info.py:_probe_git():189] Probing git done
2023-10-17 12:12:04,537 DEBUG   HandlerThread:8714 [system_info.py:probe():244] Probing system done
2023-10-17 12:12:04,537 DEBUG   HandlerThread:8714 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-86-generic-x86_64-with-glibc2.31', 'python': '3.9.13', 'heartbeatAt': '2023-10-17T06:42:04.526381', 'startedAt': '2023-10-17T06:42:03.397751', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'q1/1.2.ipynb', 'codePathLocal': None, 'root': '/home/tejas/Documents/SMAI/assignment-3-MrTejas', 'git': {'remote': 'https://github.com/Statistical-Methods-in-AI-Monsoon-2023/assignment-3-MrTejas.git', 'commit': 'ad24b7eb2d84c5e44390d85bd17141a3e5c96a0f'}, 'email': 'tejas591995@gmail.com', 'host': 'nimbostratus', 'username': 'tejas', 'executable': '/home/tejas/anaconda3/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3.637, 'min': 400.0, 'max': 4800.0}, 'cpu_freq_per_core': [{'current': 4.167, 'min': 400.0, 'max': 4800.0}, {'current': 4.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.96, 'min': 400.0, 'max': 4800.0}, {'current': 4.19, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 4.299, 'min': 400.0, 'max': 4800.0}, {'current': 4.107, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}], 'disk': {'/': {'total': 72.78396224975586, 'used': 29.121196746826172}}, 'memory': {'total': 15.366085052490234}}
2023-10-17 12:12:04,537 INFO    HandlerThread:8714 [system_monitor.py:probe():211] Finished collecting system info
2023-10-17 12:12:04,538 INFO    HandlerThread:8714 [system_monitor.py:probe():214] Publishing system info
2023-10-17 12:12:04,538 DEBUG   HandlerThread:8714 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-17 12:12:04,538 DEBUG   HandlerThread:8714 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-17 12:12:04,538 DEBUG   HandlerThread:8714 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-10-17 12:12:05,202 INFO    Thread-12 :8714 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231017_121203-cmp93lbp/files/conda-environment.yaml
