2023-10-23 19:13:55,152 INFO    StreamThr :21661 [internal.py:wandb_internal():86] W&B internal server running at pid: 21661, started at: 2023-10-23 19:13:55.150938
2023-10-23 19:13:55,153 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: status
2023-10-23 19:13:55,155 INFO    WriterThread:21661 [datastore.py:open_for_write():85] open: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231023_191354-n7nm3hdz/run-n7nm3hdz.wandb
2023-10-23 19:13:55,156 DEBUG   SenderThread:21661 [sender.py:send():380] send: header
2023-10-23 19:13:55,156 DEBUG   SenderThread:21661 [sender.py:send():380] send: run
2023-10-23 19:13:56,428 INFO    SenderThread:21661 [dir_watcher.py:__init__():211] watching files in: /home/tejas/Documents/SMAI/assignment-3-MrTejas/q1/wandb/run-20231023_191354-n7nm3hdz/files
2023-10-23 19:13:56,429 INFO    SenderThread:21661 [sender.py:_start_run_threads():1122] run started: n7nm3hdz with start time 1698068634.313403
2023-10-23 19:13:56,448 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: check_version
2023-10-23 19:13:56,449 DEBUG   SenderThread:21661 [sender.py:send_request():407] send_request: check_version
2023-10-23 19:13:56,699 DEBUG   HandlerThread:21661 [handler.py:handle_request():144] handle_request: run_start
2023-10-23 19:13:56,860 ERROR   HandlerThread:21661 [gpu.py:is_available():381] Error initializing NVML: Driver Not Loaded
2023-10-23 19:13:56,861 DEBUG   HandlerThread:21661 [system_info.py:__init__():32] System info init
2023-10-23 19:13:56,862 DEBUG   HandlerThread:21661 [system_info.py:__init__():47] System info init done
2023-10-23 19:13:56,862 INFO    HandlerThread:21661 [system_monitor.py:start():181] Starting system monitor
2023-10-23 19:13:56,862 INFO    SystemMonitor:21661 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-23 19:13:56,862 INFO    HandlerThread:21661 [system_monitor.py:probe():201] Collecting system info
2023-10-23 19:13:56,862 INFO    SystemMonitor:21661 [interfaces.py:start():190] Started cpu monitoring
2023-10-23 19:13:56,863 INFO    SystemMonitor:21661 [interfaces.py:start():190] Started disk monitoring
2023-10-23 19:13:56,863 INFO    SystemMonitor:21661 [interfaces.py:start():190] Started memory monitoring
2023-10-23 19:13:56,864 INFO    SystemMonitor:21661 [interfaces.py:start():190] Started network monitoring
2023-10-23 19:13:56,886 DEBUG   HandlerThread:21661 [system_info.py:probe():196] Probing system
2023-10-23 19:13:56,886 DEBUG   HandlerThread:21661 [system_info.py:_probe_git():181] Probing git
2023-10-23 19:13:56,914 DEBUG   HandlerThread:21661 [system_info.py:_probe_git():189] Probing git done
2023-10-23 19:13:56,915 DEBUG   HandlerThread:21661 [system_info.py:probe():244] Probing system done
2023-10-23 19:13:56,915 DEBUG   HandlerThread:21661 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-87-generic-x86_64-with-glibc2.31', 'python': '3.9.13', 'heartbeatAt': '2023-10-23T13:43:56.886172', 'startedAt': '2023-10-23T13:43:54.309657', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'q1/1.2.ipynb', 'codePathLocal': None, 'root': '/home/tejas/Documents/SMAI/assignment-3-MrTejas', 'git': {'remote': 'https://github.com/Statistical-Methods-in-AI-Monsoon-2023/assignment-3-MrTejas.git', 'commit': 'ad24b7eb2d84c5e44390d85bd17141a3e5c96a0f'}, 'email': 'tejas591995@gmail.com', 'host': 'nimbostratus', 'username': 'tejas', 'executable': '/home/tejas/anaconda3/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3.2688750000000004, 'min': 400.0, 'max': 4800.0}, 'cpu_freq_per_core': [{'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.3, 'min': 400.0, 'max': 4800.0}, {'current': 3.32, 'min': 400.0, 'max': 4800.0}], 'disk': {'/': {'total': 72.78396224975586, 'used': 29.150466918945312}}, 'memory': {'total': 15.366085052490234}}
2023-10-23 19:13:56,915 INFO    HandlerThread:21661 [system_monitor.py:probe():211] Finished collecting system info
2023-10-23 19:13:56,915 INFO    HandlerThread:21661 [system_monitor.py:probe():214] Publishing system info
2023-10-23 19:13:56,915 DEBUG   HandlerThread:21661 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
